44
19
7
41,75,0,0,0.11111,15.3889,19.1363,26.6111,31.7136,55,47.4444,65.4444,52.1111,-22.6667,31.3333,-8.6667,65.4444,0.2978,-2.3568,2
36,145,0,0,0,0.27778,0.1963,1.2778,2.063,0.85185,0.33333,1.4444,0.77778,-1.5556,1.7778,-0.22222,1.4444,0.25185,-2.531,2
94,144,0,0,0,0.44444,0.11852,0.5,0.16667,1.1481,0,3.4444,0,-3.4444,6.8889,-3.4444,3.4444,1,-2.0944,2
18,90,0,0,0,1.0556,0.37407,0.66667,0.22222,2.8148,0.55556,6.8889,1,-6.7778,12.2222,-5.4444,6.8889,0.92615,-2.1643,1
68,103,0,0,0,0.66667,0.57778,1.1111,0.96296,2.1481,0.11111,5.6667,0.66667,-6.1111,10.5556,-4.4444,5.6667,0.98765,-2.1855,2
60,181,0,0.11111,0,1.6667,1.2,2.6667,2.0889,19.6296,17.1111,17.8889,23.8889,-7.5556,-5.2222,12.7778,23.8889,0.28569,2.1891,3
103,216,0,0,0,0.88889,0.65185,2.1667,1.1444,14.5556,10.8889,13.6667,19.1111,-11,-2.6667,13.6667,19.1111,0.4317,2.4475,3
89,221,0,0,0,1.3889,1.4852,1.4444,1.5852,14.0741,10.6667,12.4444,19.1111,-10.2222,-4.8889,15.1111,19.1111,0.44601,2.3172,3
8,199,0,0,0,1.6667,0.78881,1.3889,0.71233,15,13.3333,11.7778,19.8889,-5,-9.6667,14.6667,19.8889,0.40888,1.9053,3
200,250,0,0,0,2.2778,1.4207,1.4444,1.0256,9.2222,6.5556,7.3333,13.7778,-8,-5.6667,13.6667,13.7778,0.56339,2.1929,2
163,166,0,0,0,1.7778,1.0963,2.4444,1.0519,16.963,12.3333,16.3333,22.2222,-13.8889,-1.8889,15.7778,22.2222,0.44621,2.5158,2
186,173,0,0,0,1.4444,0.82963,2.1111,1.9852,17.1481,13.5556,15.5556,22.3333,-10.7778,-4.7778,15.5556,22.3333,0.39643,2.3327,3
2,245,0,0,0,1.8889,2.163,3.1667,3.2778,6.4074,6.2222,6,7,-0.55556,-1.2222,1.7778,7.2222,0.19105,1.7566,3
62,223,0,0,0,2.5,5.7222,1.6667,2.4444,6.6667,4.8889,4.6667,10.4444,-5.3333,-6,11.3333,10.4444,0.59315,2.0466,3
242,183,0,0,0,1.5,0.9369,2.1667,1.7981,15.3704,12.6667,12.4444,21,-8.1111,-8.7778,16.8889,21,0.42024,2.0759,3
200,215,0,0,0,1.5556,0.95839,4.7222,2.6451,23.037,17.1111,22.5556,29.4444,-17.7778,-1.4444,19.2222,29.4444,0.42077,2.561,3
57,177,0,0,0,0.94444,0.55185,1.4444,1.7185,19.5926,15.7778,18.4444,24.5556,-11.4444,-3.4444,14.8889,24.5556,0.35899,2.4133,3
63,220,0,0,0,3.0556,15.263,3.6667,6.0889,8.1852,6.5556,6.4444,11.5556,-4.8889,-5.2222,10.1111,11.5556,0.48672,2.0931,3
129,184,0,0.11111,0,2.2222,0.91084,3.6111,1.8186,45.2222,41.7778,54.4444,39.4444,-10.3333,27.6667,-17.3333,54.4444,0.27582,-1.9302,4
77,177,0,0,0,1.3333,1.3333,2.1667,1.9748,48.4074,44.2222,59.3333,41.6667,-12.5556,32.7778,-20.2222,59.3333,0.29743,-1.9404,4
189,187,0,0,0,1.2222,1.0037,3.0556,2.389,48.5185,44.1111,59.8889,41.5556,-13.2222,34.1111,-20.8889,59.8889,0.30575,-1.9475,4
53,176,0,0,0,1.9444,0.87982,1.5556,1.9963,50.2963,45.4444,62.1111,43.3333,-14.5556,35.4444,-20.8889,62.1111,0.30242,-1.9776,4
223,190,0,0,0,2,1.0328,2.0556,1.4669,46.8889,42,57.7778,40.8889,-14.6667,32.6667,-18,57.7778,0.29223,-2.0251,4
188,190,0,0,0,1.9444,0.97563,2.0556,1.1039,48.8889,44.2222,60,42.4444,-14,33.3333,-19.3333,60,0.29231,-1.9863,4
202,63,0,0,0,0.38889,0.32773,0.44444,0.27217,6.0741,4,10.5556,3.6667,-6.2222,13.4444,-7.2222,10.5556,0.65354,-2.0446,5
196,95,0,0,0,1.7222,1.1238,1.3333,1.2649,7.6296,6.7778,10.7778,5.3333,-2.5556,9.4444,-6.8889,10.7778,0.51257,-1.7493,6
200,13,0,0,0,1.7778,1.8579,0.27778,0.25092,9.2963,6.1111,15.8889,5.8889,-9.5556,19.7778,-10.2222,15.8889,0.63274,-2.0741,6
143,24,0,0,0,1.2778,0.90741,0.88889,1.1407,127.6296,117.6667,141.6667,123.5556,-29.8889,42.1111,-12.2222,141.6667,0.1694,-2.3493,5
181,27,0,0,0,0.72222,0.46296,0.5,0.25555,138.0741,132.5556,146.5556,135.1111,-16.5556,25.4444,-8.8889,146.5556,0.096263,-2.2645,4
107,21,0,0,0,0.66666,0.5164,1.1667,0.40825,126.7778,115.7778,141.8889,122.6667,-33,45.3333,-12.3333,141.8889,0.18402,-2.3704,4
226,83,0,0,0,0.88889,0.51852,1.0556,0.50741,90.6296,74.5556,116.8889,80.4444,-48.2222,78.7778,-30.5556,116.8889,0.36206,-2.2391,4
